epoch,train_loss,train_acc,test_loss,test_acc,epoch_time_sec,inference_time_ms_per_sample,max_vram_mb,model_flops,model_params
29,0.1244,95.62,0.7122,81.99,78.61,0.4844,950.8,428.18 MFLOPs,5577994
30,0.1184,95.84,0.7215,82.11,78.62,0.4842,950.8,428.18 MFLOPs,5577994
31,0.1163,95.94,0.7399,81.68,78.59,0.4839,950.8,428.18 MFLOPs,5577994
32,0.1109,96.11,0.7105,82.45,78.66,0.4843,950.8,428.18 MFLOPs,5577994
33,0.116,96.0,0.7345,81.94,78.6,0.4838,950.8,428.18 MFLOPs,5577994
34,0.1102,96.03,0.8308,81.6,78.6,0.4836,950.8,428.18 MFLOPs,5577994
35,0.1102,96.13,0.8039,81.55,78.61,0.4843,950.8,428.18 MFLOPs,5577994
36,0.103,96.43,0.7419,82.1,78.61,0.4837,950.8,428.18 MFLOPs,5577994
37,0.1064,96.29,0.7533,81.88,78.64,0.4839,950.8,428.18 MFLOPs,5577994
38,0.1069,96.23,0.8071,81.13,78.62,0.4842,950.8,428.18 MFLOPs,5577994
39,0.1052,96.34,0.7421,81.96,78.6,0.484,950.8,428.18 MFLOPs,5577994
40,0.0981,96.61,0.7841,81.0,78.61,0.484,950.8,428.18 MFLOPs,5577994
41,0.098,96.62,0.7371,81.86,78.59,0.4838,950.8,428.18 MFLOPs,5577994
42,0.0968,96.74,0.7065,82.4,78.58,0.4837,950.8,428.18 MFLOPs,5577994
43,0.0966,96.61,0.7842,82.08,78.58,0.4839,950.8,428.18 MFLOPs,5577994
44,0.1021,96.44,0.7211,82.34,78.59,0.4839,950.8,428.18 MFLOPs,5577994
45,0.0969,96.67,0.7929,81.6,78.58,0.4838,950.8,428.18 MFLOPs,5577994
46,0.0947,96.74,0.7268,82.54,78.59,0.4836,950.8,428.18 MFLOPs,5577994
47,0.0931,96.72,0.7606,82.31,78.65,0.4841,950.8,428.18 MFLOPs,5577994
48,0.0973,96.51,0.7871,81.36,78.6,0.4841,950.8,428.18 MFLOPs,5577994
49,0.0874,96.93,0.8094,82.22,78.58,0.4839,950.8,428.18 MFLOPs,5577994
50,0.096,96.57,0.778,81.93,78.62,0.484,950.8,428.18 MFLOPs,5577994
51,0.0937,96.73,0.9023,79.32,78.6,0.4838,950.8,428.18 MFLOPs,5577994
52,0.0868,96.92,0.7568,82.77,78.6,0.4841,950.8,428.18 MFLOPs,5577994
53,0.0939,96.76,0.7736,82.13,78.6,0.4839,950.8,428.18 MFLOPs,5577994
54,0.0852,96.98,0.7784,81.46,78.58,0.4841,950.8,428.18 MFLOPs,5577994
55,0.0915,96.77,0.7491,82.74,78.58,0.4839,950.8,428.18 MFLOPs,5577994
56,0.0898,96.88,0.8107,80.89,78.58,0.4838,950.8,428.18 MFLOPs,5577994
57,0.0842,97.05,0.7693,81.0,78.57,0.4838,950.8,428.18 MFLOPs,5577994
58,0.0878,96.92,0.7429,82.55,78.57,0.4839,950.8,428.18 MFLOPs,5577994
59,0.0864,96.99,0.8274,80.5,78.6,0.4837,950.8,428.18 MFLOPs,5577994
60,0.0918,96.79,0.7483,82.57,78.58,0.4838,950.8,428.18 MFLOPs,5577994
61,0.0789,97.23,0.7611,81.72,78.61,0.484,950.8,428.18 MFLOPs,5577994
62,0.0846,97.0,0.7702,82.61,78.61,0.4841,950.8,428.18 MFLOPs,5577994
63,0.0816,97.24,0.7998,81.75,78.6,0.4836,950.8,428.18 MFLOPs,5577994
64,0.0861,97.02,0.848,81.45,78.57,0.4836,950.8,428.18 MFLOPs,5577994
65,0.0877,97.0,0.7547,82.37,78.58,0.4837,950.8,428.18 MFLOPs,5577994
66,0.0864,97.01,0.749,82.44,78.58,0.4841,950.8,428.18 MFLOPs,5577994
67,0.081,97.14,0.8047,82.32,78.58,0.4836,950.8,428.18 MFLOPs,5577994
68,0.0868,96.94,0.7932,82.1,78.6,0.4839,950.8,428.18 MFLOPs,5577994
69,0.0796,97.25,0.8205,81.04,78.6,0.4838,950.8,428.18 MFLOPs,5577994
70,0.0836,97.12,0.8866,80.02,78.59,0.484,950.8,428.18 MFLOPs,5577994
