epoch,train_loss,train_acc,test_loss,test_acc,epoch_time_sec,inference_time_ms_per_sample,max_vram_mb,model_flops,model_params
1,1.472,48.4,1.0548,62.12,74.76,0.4616,950.8,428.18 MFLOPs,5577994
2,0.9813,65.12,0.9917,65.45,75.18,0.4651,950.8,428.18 MFLOPs,5577994
3,0.842,70.36,0.7942,72.07,76.48,0.4758,950.8,428.18 MFLOPs,5577994
4,0.7497,73.63,0.7564,73.26,76.91,0.4755,950.8,428.18 MFLOPs,5577994
5,0.6695,76.72,0.6894,76.22,77.52,0.48,950.8,428.18 MFLOPs,5577994
6,0.6087,78.63,0.6863,76.23,77.65,0.4793,950.8,428.18 MFLOPs,5577994
7,0.5472,80.82,0.6601,77.34,78.07,0.4841,950.8,428.18 MFLOPs,5577994
8,0.4884,82.96,0.679,76.93,78.45,0.4843,950.8,428.18 MFLOPs,5577994
9,0.4362,84.68,0.6643,78.06,78.65,0.484,950.8,428.18 MFLOPs,5577994
10,0.3987,85.86,0.5851,80.79,78.55,0.4837,950.8,428.18 MFLOPs,5577994
11,0.3499,87.67,0.6322,80.13,78.71,0.4841,950.8,428.18 MFLOPs,5577994
12,0.3106,88.97,0.6625,79.86,78.66,0.4841,950.8,428.18 MFLOPs,5577994
13,0.2854,89.8,0.6543,80.26,78.68,0.4841,950.8,428.18 MFLOPs,5577994
14,0.2524,90.98,0.6947,79.6,78.63,0.4841,950.8,428.18 MFLOPs,5577994
15,0.2355,91.64,0.6896,79.78,78.67,0.4841,950.8,428.18 MFLOPs,5577994
16,0.2083,92.67,0.6728,81.02,78.66,0.4843,950.8,428.18 MFLOPs,5577994
17,0.1943,93.06,0.6288,81.51,78.62,0.484,950.8,428.18 MFLOPs,5577994
18,0.1846,93.56,0.7134,80.36,78.71,0.484,950.8,428.18 MFLOPs,5577994
19,0.175,93.68,0.6431,82.39,78.38,0.4836,950.8,428.18 MFLOPs,5577994
20,0.1672,94.1,0.7098,80.8,78.37,0.4836,950.8,428.18 MFLOPs,5577994
21,0.1559,94.49,0.7023,81.28,78.63,0.4841,950.8,428.18 MFLOPs,5577994
22,0.149,94.58,0.6897,82.13,78.63,0.484,950.8,428.18 MFLOPs,5577994
23,0.144,94.88,0.7064,81.94,78.62,0.4837,950.8,428.18 MFLOPs,5577994
24,0.1421,94.96,0.7205,81.52,78.63,0.4842,950.8,428.18 MFLOPs,5577994
25,0.134,95.23,0.7502,81.42,78.63,0.4847,950.8,428.18 MFLOPs,5577994
26,0.1313,95.43,0.7297,81.09,78.6,0.4838,950.8,428.18 MFLOPs,5577994
27,0.1228,95.73,0.7021,81.97,78.62,0.4841,950.8,428.18 MFLOPs,5577994
28,0.1257,95.52,0.7939,81.16,78.63,0.484,950.8,428.18 MFLOPs,5577994
