epoch,train_loss,train_acc,test_loss,test_acc,epoch_time_sec,inference_time_ms_per_sample,max_vram_mb,model_flops,model_params
22,0.2233,92.79,3.6544,42.32,69.25,0.4342,849.68,375.38 MFLOPs,5368996
23,0.2836,90.88,3.6101,41.95,69.24,0.434,849.68,375.38 MFLOPs,5368996
24,0.2564,91.88,3.6256,43.36,69.23,0.434,849.68,375.38 MFLOPs,5368996
25,0.2268,92.63,3.7439,41.74,69.24,0.4342,849.68,375.38 MFLOPs,5368996
26,0.2409,92.41,3.8131,41.18,69.3,0.4342,849.68,375.38 MFLOPs,5368996
27,0.238,92.54,3.6922,42.37,69.25,0.4345,849.68,375.38 MFLOPs,5368996
28,0.2304,92.59,3.8324,41.08,69.23,0.4342,849.68,375.38 MFLOPs,5368996
29,0.2146,93.15,3.6954,43.07,69.23,0.4343,849.68,375.38 MFLOPs,5368996
30,0.2208,92.85,3.7132,43.46,69.24,0.4347,849.68,375.38 MFLOPs,5368996
31,0.2303,92.62,3.7219,42.37,69.25,0.4345,849.68,375.38 MFLOPs,5368996
32,0.1959,93.82,3.7611,43.48,69.22,0.4337,849.68,375.38 MFLOPs,5368996
33,0.1948,93.68,3.8163,42.38,69.22,0.4342,849.68,375.38 MFLOPs,5368996
34,0.2321,92.6,3.7292,42.19,69.3,0.4347,849.68,375.38 MFLOPs,5368996
35,0.2009,93.44,3.8802,41.54,69.23,0.4344,849.68,375.38 MFLOPs,5368996
36,0.2009,93.63,3.7832,42.59,69.24,0.4344,849.68,375.38 MFLOPs,5368996
37,0.2049,93.3,3.9317,41.87,69.24,0.4343,849.68,375.38 MFLOPs,5368996
38,0.2172,92.97,3.7887,42.91,69.23,0.434,849.68,375.38 MFLOPs,5368996
39,0.1647,94.74,3.7898,42.62,69.22,0.4342,849.68,375.38 MFLOPs,5368996
40,0.2185,93.04,3.7739,43.13,69.27,0.4342,849.68,375.38 MFLOPs,5368996
41,0.1952,93.72,3.7053,42.64,69.18,0.4341,849.68,375.38 MFLOPs,5368996
42,0.1665,94.61,3.8157,42.26,69.12,0.4341,849.68,375.38 MFLOPs,5368996
43,0.1916,93.93,3.8786,42.2,69.24,0.4342,849.68,375.38 MFLOPs,5368996
44,0.2053,93.57,3.8554,42.38,69.23,0.4342,849.68,375.38 MFLOPs,5368996
45,0.1778,94.3,3.7679,42.9,69.24,0.4343,849.68,375.38 MFLOPs,5368996
46,0.1706,94.67,3.7762,41.96,69.21,0.4342,849.68,375.38 MFLOPs,5368996
47,0.1917,93.88,3.8546,42.38,69.31,0.4345,849.68,375.38 MFLOPs,5368996
48,0.1964,93.74,3.7043,43.54,69.25,0.4339,849.68,375.38 MFLOPs,5368996
49,0.1623,94.87,3.7856,42.05,69.14,0.4338,849.68,375.38 MFLOPs,5368996
50,0.1856,94.14,3.9234,41.94,69.34,0.4343,849.68,375.38 MFLOPs,5368996
51,0.1964,93.74,3.7892,42.68,69.26,0.4342,849.68,375.38 MFLOPs,5368996
52,0.1641,94.76,3.7343,43.03,69.32,0.4338,849.68,375.38 MFLOPs,5368996
53,0.1726,94.62,3.9765,41.66,69.21,0.434,849.68,375.38 MFLOPs,5368996
54,0.1813,94.14,3.8124,43.17,69.23,0.4342,849.68,375.38 MFLOPs,5368996
55,0.1845,94.06,3.7223,44.22,69.21,0.4338,849.68,375.38 MFLOPs,5368996
56,0.1583,95.05,3.967,42.68,69.23,0.4338,849.68,375.38 MFLOPs,5368996
57,0.189,93.92,3.856,42.75,69.21,0.4341,849.68,375.38 MFLOPs,5368996
58,0.1508,95.29,3.755,44.1,69.21,0.434,849.68,375.38 MFLOPs,5368996
59,0.168,94.71,3.8721,42.69,69.24,0.4344,849.68,375.38 MFLOPs,5368996
60,0.1926,93.81,3.7801,44.19,69.24,0.4343,849.68,375.38 MFLOPs,5368996
61,0.1651,94.85,3.8825,42.6,69.18,0.4342,849.68,375.38 MFLOPs,5368996
62,0.1521,95.11,3.72,42.82,69.22,0.4341,849.68,375.38 MFLOPs,5368996
63,0.1721,94.38,3.805,42.81,69.22,0.4343,849.68,375.38 MFLOPs,5368996
64,0.1767,94.38,3.8204,42.73,69.32,0.4341,849.68,375.38 MFLOPs,5368996
65,0.1527,95.24,3.8024,42.96,69.26,0.434,849.68,375.38 MFLOPs,5368996
66,0.1621,94.85,4.0223,42.82,69.21,0.4338,849.68,375.38 MFLOPs,5368996
67,0.1773,94.42,3.8341,42.99,69.19,0.434,849.68,375.38 MFLOPs,5368996
68,0.1618,94.87,3.8325,42.82,69.21,0.4343,849.68,375.38 MFLOPs,5368996
69,0.1571,94.89,3.8463,42.97,69.22,0.4344,849.68,375.38 MFLOPs,5368996
70,0.1718,94.59,3.8069,42.95,69.18,0.4341,849.68,375.38 MFLOPs,5368996
