epoch,train_loss,train_acc,test_loss,test_acc,epoch_time_sec,inference_time_ms_per_sample,max_vram_mb,model_flops,model_params
1,1.5904,43.8,1.3877,49.41,1045.82,7.5701,0.0,366.61 MFLOPs,5351626
